"","stake","date","name","buy","sell","total"
"1","2834臺企銀","110/09/07","國票-敦北法人",10123,14,10109
"2","2834臺企銀","110/09/07","凱基-台北",8942,16307,-7365
"3","2834臺企銀","110/09/07","瑞士信貸",7521,1120,6401
"4","2834臺企銀","110/09/07","台灣摩根士丹利",114,5259,-5145
"5","2834臺企銀","110/09/07","日盛-三峽",2978,40,2938
"6","2834臺企銀","110/09/07","美商高盛",265,2876,-2611
"7","2834臺企銀","110/09/07","摩根大通",2105,171,1934
"8","2834臺企銀","110/09/07","永豐金-中和",6,2006,-2000
"9","2834臺企銀","110/09/07","國票-南港",1040,0,1040
"10","2834臺企銀","110/09/07","華南永昌",74,2029,-1955
"11","2834臺企銀","110/09/07","新光",1207,187,1020
"12","2834臺企銀","110/09/07","聯邦-富強",0,1900,-1900
"13","2834臺企銀","110/09/07","美林",2413,1412,1001
"14","2834臺企銀","110/09/07","富邦-南屯",30,1322,-1292
"15","2834臺企銀","110/09/07","華南永昌-彰化",717,5,712
"16","2834臺企銀","110/09/07","凱基-基隆",14,1199,-1185
"17","2834臺企銀","110/09/07","港商法國興業",709,7,702
"18","2834臺企銀","110/09/07","統一-板橋",2,1065,-1063
"19","2834臺企銀","110/09/07","日盛-二林",645,10,635
"20","2834臺企銀","110/09/07","國票-長城",0,1000,-1000
"21","2834臺企銀","110/09/07","元大-桃園",511,11,500
"22","2834臺企銀","110/09/07","法銀巴黎",0,932,-932
"23","2834臺企銀","110/09/07","台灣企銀-太平",477,12,465
"24","2834臺企銀","110/09/07","凱基-八德",3,602,-599
"25","2834臺企銀","110/09/07","凱基-湖口",414,31,383
"26","2834臺企銀","110/09/07","永豐金-博愛",4,506,-502
"27","2834臺企銀","110/09/07","玉山-台中",389,27,362
"28","2834臺企銀","110/09/07","台新-三民",64,558,-494
"29","2834臺企銀","110/09/07","永豐金-埔里",350,30,320
"30","2834臺企銀","110/09/07","元大-彰化",1,482,-481
"31","5511德昌","110/09/07","瑞士信貸",5,0,5
"32","5511德昌","110/09/07","康和-內湖",0,4,-4
"33","5511德昌","110/09/07","國泰-高雄",2,0,2
"34","5511德昌","110/09/07","凱基-台南",0,3,-3
"35","5511德昌","110/09/07","富邦-高雄",2,0,2
"36","5511德昌","110/09/07","新光",0,2,-2
"37","5511德昌","110/09/07","臺銀-臺南",1,0,1
"38","5511德昌","110/09/07","日盛-新竹",0,1,-1
"39","5511德昌","110/09/07","元富-安南",1,0,1
"40","5511德昌","110/09/07","玉山-板橋",0,1,-1
"41","5511德昌","110/09/07","新光-高雄",1,0,1
"42","5511德昌","110/09/07","玉山-左營",0,1,-1
"43","5511德昌","110/09/07","富邦-台北",1,0,1
"44","5511德昌","110/09/07","凱基-市府",0,1,-1
"45","5511德昌","110/09/07","國票-南崁",0,0,0
"46","5511德昌","110/09/07","國票-南崁",0,0,0
"47","5511德昌","110/09/07","元大-太平",0,0,0
"48","5511德昌","110/09/07","元大-太平",0,0,0
"49","5511德昌","110/09/07","",NA,NA,NA
"50","5511德昌","110/09/07","",NA,NA,NA
"51","5511德昌","110/09/07","",NA,NA,NA
