"","stake","date","name","buy","sell","total"
"1","2867三商壽","110/08/11","摩根大通",509,31,478
"2","2867三商壽","110/08/11","港商野村",13,188,-175
"3","2867三商壽","110/08/11","美商高盛",157,17,140
"4","2867三商壽","110/08/11","宏遠-高雄",0,150,-150
"5","2867三商壽","110/08/11","凱基-台北",123,14,109
"6","2867三商壽","110/08/11","日盛-鳳山",0,73,-73
"7","2867三商壽","110/08/11","凱基-八德",101,0,101
"8","2867三商壽","110/08/11","德信-中正",0,71,-71
"9","2867三商壽","110/08/11","統一-平鎮",100,0,100
"10","2867三商壽","110/08/11","凱基-新豐",1,67,-66
"11","2867三商壽","110/08/11","元大-土城永寧",94,5,89
"12","2867三商壽","110/08/11","土銀-新竹",0,60,-60
"13","2867三商壽","110/08/11","元大-沙鹿",63,0,63
"14","2867三商壽","110/08/11","凱基-中港",0,55,-55
"15","2867三商壽","110/08/11","新加坡商瑞銀",55,1,54
"16","2867三商壽","110/08/11","中國信託-文心",11,61,-50
"17","2867三商壽","110/08/11","台灣摩根士丹利",60,10,50
"18","2867三商壽","110/08/11","國泰-新莊",2,50,-48
"19","2867三商壽","110/08/11","元富-潮州",41,0,41
"20","2867三商壽","110/08/11","群益金鼎",0,40,-40
"21","2867三商壽","110/08/11","統一-汐止",40,0,40
"22","2867三商壽","110/08/11","元大-大益",0,40,-40
"23","2867三商壽","110/08/11","新光-高雄",40,4,36
"24","2867三商壽","110/08/11","富邦-板橋",5,38,-33
"25","2867三商壽","110/08/11","玉山-板橋",31,1,30
"26","2867三商壽","110/08/11","元富-古亭",0,30,-30
"27","2867三商壽","110/08/11","美林",194,168,26
"28","2867三商壽","110/08/11","元大-金華",0,30,-30
"29","2867三商壽","110/08/11","凱基",24,0,24
"30","2867三商壽","110/08/11","元大-汐止",13,42,-29
"31","5521工信","110/08/11","摩根大通",417,16,401
"32","5521工信","110/08/11","元大-沙鹿",0,103,-103
"33","5521工信","110/08/11","凱基-台北",86,5,81
"34","5521工信","110/08/11","華南永昌",0,43,-43
"35","5521工信","110/08/11","日進",73,0,73
"36","5521工信","110/08/11","聯邦-雙和",0,42,-42
"37","5521工信","110/08/11","日盛證券",70,0,70
"38","5521工信","110/08/11","元富-基隆",0,38,-38
"39","5521工信","110/08/11","富邦-台北",65,0,65
"40","5521工信","110/08/11","第一金-路竹",0,37,-37
"41","5521工信","110/08/11","富邦-苗栗",50,0,50
"42","5521工信","110/08/11","土銀-台中",0,35,-35
"43","5521工信","110/08/11","永豐金-鳳山",40,1,39
"44","5521工信","110/08/11","玉山-高雄",0,30,-30
"45","5521工信","110/08/11","台灣企銀-北高雄",30,0,30
"46","5521工信","110/08/11","凱基-台南",0,30,-30
"47","5521工信","110/08/11","美林",71,42,29
"48","5521工信","110/08/11","凱基-復興",0,30,-30
"49","5521工信","110/08/11","台新-台中",31,6,25
"50","5521工信","110/08/11","元大-屏南",0,30,-30
"51","5521工信","110/08/11","凱基-鳳山",20,0,20
"52","5521工信","110/08/11","永豐金-天母",0,30,-30
"53","5521工信","110/08/11","元大-東蘆",20,0,20
"54","5521工信","110/08/11","華南永昌-潮州",4,32,-28
"55","5521工信","110/08/11","群益金鼎-士林",21,3,18
"56","5521工信","110/08/11","華南永昌-彰化",13,39,-26
"57","5521工信","110/08/11","永豐金證券",14,0,14
"58","5521工信","110/08/11","日盛-新莊",0,25,-25
"59","5521工信","110/08/11","瑞士信貸",13,0,13
