"mydate","v1","v2","v3","v4","v5","v6","mys"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-24,"07","11","15","23","31","34","01"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-06-28,"02","06","13","16","26","28","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-01,"08","16","19","29","34","35","03"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-05,"04","10","11","17","18","24","01"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-08,"01","04","13","14","31","38","03"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-12,"07","15","21","22","29","36","05"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-15,"19","20","27","29","31","37","01"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-19,"01","07","09","11","12","15","06"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-22,"04","05","10","19","29","31","01"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-26,"12","19","20","26","27","34","08"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-07-29,"10","14","22","23","32","35","03"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
2021-08-02,"10","11","23","25","30","37","05"
