"","stake","date","name","buy","sell","total"
"1","2867三商壽","110/08/06","摩根大通",410,157,253
"2","2867三商壽","110/08/06","日盛-新莊",0,719,-719
"3","2867三商壽","110/08/06","元大-北港",201,0,201
"4","2867三商壽","110/08/06","群益金鼎-桃園",0,400,-400
"5","2867三商壽","110/08/06","元大-斗信",200,0,200
"6","2867三商壽","110/08/06","中國信託-文心",1,301,-300
"7","2867三商壽","110/08/06","元大-沙鹿",199,0,199
"8","2867三商壽","110/08/06","美林",10,169,-159
"9","2867三商壽","110/08/06","永豐金-嘉義",130,0,130
"10","2867三商壽","110/08/06","法銀巴黎",0,122,-122
"11","2867三商壽","110/08/06","第一金-自由",100,0,100
"12","2867三商壽","110/08/06","國票-中和",0,100,-100
"13","2867三商壽","110/08/06","元大-大里德芳",100,0,100
"14","2867三商壽","110/08/06","台灣摩根士丹利",65,164,-99
"15","2867三商壽","110/08/06","元大-土城永寧",100,0,100
"16","2867三商壽","110/08/06","凱基-高美館",2,64,-62
"17","2867三商壽","110/08/06","瑞士信貸",94,0,94
"18","2867三商壽","110/08/06","元大證券",1,62,-61
"19","2867三商壽","110/08/06","元大-汐止",60,0,60
"20","2867三商壽","110/08/06","華南永昌-南京",0,50,-50
"21","2867三商壽","110/08/06","元富-大裕",52,0,52
"22","2867三商壽","110/08/06","凱基-頭份",0,45,-45
"23","2867三商壽","110/08/06","新光",53,1,52
"24","2867三商壽","110/08/06","凱基",0,44,-44
"25","2867三商壽","110/08/06","凱基-市府",51,0,51
"26","2867三商壽","110/08/06","康和-屏東",0,43,-43
"27","2867三商壽","110/08/06","安泰",49,0,49
"28","2867三商壽","110/08/06","凱基-八德",0,40,-40
"29","2867三商壽","110/08/06","富邦-桃園",50,2,48
"30","2867三商壽","110/08/06","凱基-虎尾",0,40,-40
"31","5521工信","110/08/06","日進",412,0,412
"32","5521工信","110/08/06","中國信託-嘉義",0,100,-100
"33","5521工信","110/08/06","瑞士信貸",48,0,48
"34","5521工信","110/08/06","美林",0,69,-69
"35","5521工信","110/08/06","日盛-雙和",34,0,34
"36","5521工信","110/08/06","統一-新竹",0,60,-60
"37","5521工信","110/08/06","聯邦-雙和",25,0,25
"38","5521工信","110/08/06","第一金-桃園",0,55,-55
"39","5521工信","110/08/06","台新證券",32,12,20
"40","5521工信","110/08/06","凱基-台北",0,54,-54
"41","5521工信","110/08/06","土銀-台中",17,0,17
"42","5521工信","110/08/06","華南永昌-桃園",0,49,-49
"43","5521工信","110/08/06","(牛牛牛)亞-鑫豐",15,0,15
"44","5521工信","110/08/06","第一金-安和",0,40,-40
"45","5521工信","110/08/06","元大-沙鹿",19,4,15
"46","5521工信","110/08/06","合庫-台南",0,36,-36
"47","5521工信","110/08/06","元富-安南",14,0,14
"48","5521工信","110/08/06","台灣摩根士丹利",7,34,-27
"49","5521工信","110/08/06","新加坡商瑞銀",10,0,10
"50","5521工信","110/08/06","摩根大通",22,48,-26
"51","5521工信","110/08/06","德信-中正",10,0,10
"52","5521工信","110/08/06","台新-台中",0,20,-20
"53","5521工信","110/08/06","國泰-敦南",22,12,10
"54","5521工信","110/08/06","元大-豐原",0,20,-20
"55","5521工信","110/08/06","群益金鼎-屏東",10,0,10
"56","5521工信","110/08/06","元大-北成功",0,20,-20
"57","5521工信","110/08/06","群益金鼎-東門",10,0,10
"58","5521工信","110/08/06","永豐金-埔里",0,20,-20
"59","5521工信","110/08/06","元大-西螺",10,0,10
"60","5521工信","110/08/06","港商野村",0,16,-16
"61","1471首利","110/08/06","國票-彰化",30,0,30
"62","1471首利","110/08/06","兆豐-麻豆",0,50,-50
"63","1471首利","110/08/06","凱基-宜蘭",27,0,27
"64","1471首利","110/08/06","台新證券",3,30,-27
"65","1471首利","110/08/06","玉山-桃園",22,0,22
"66","1471首利","110/08/06","美林",15,41,-26
"67","1471首利","110/08/06","新光-台中",17,0,17
"68","1471首利","110/08/06","永豐金-台南",0,25,-25
"69","1471首利","110/08/06","兆豐-埔墘",14,0,14
"70","1471首利","110/08/06","元富-草屯",0,19,-19
"71","1471首利","110/08/06","新光-高雄",11,0,11
"72","1471首利","110/08/06","新光-桃園",0,17,-17
"73","1471首利","110/08/06","合庫-鳳山",10,0,10
"74","1471首利","110/08/06","摩根大通",13,28,-15
"75","1471首利","110/08/06","統一-竹南",10,0,10
"76","1471首利","110/08/06","華南永昌-淡水",1,15,-14
"77","1471首利","110/08/06","(牛牛牛)亞-鑫豐",10,0,10
"78","1471首利","110/08/06","台中銀",1,14,-13
"79","1471首利","110/08/06","兆豐-岡山",10,0,10
"80","1471首利","110/08/06","玉山-板橋",0,12,-12
"81","1471首利","110/08/06","凱基-彰化",10,0,10
"82","1471首利","110/08/06","富邦-基隆",10,22,-12
"83","1471首利","110/08/06","富邦-永和",10,0,10
"84","1471首利","110/08/06","台灣企銀",0,10,-10
"85","1471首利","110/08/06","元大-竹山",10,0,10
"86","1471首利","110/08/06","元富-民權",0,10,-10
"87","1471首利","110/08/06","元大-民雄",10,0,10
"88","1471首利","110/08/06","元大-左營",0,10,-10
"89","1471首利","110/08/06","元大-南崁",10,1,9
"90","1471首利","110/08/06","大昌-新店",2,11,-9
"91","2883開發金","110/08/06","國泰證券",7766,49,7717
"92","2883開發金","110/08/06","永豐金-板橋",2,2245,-2243
"93","2883開發金","110/08/06","元富-城東",7094,124,6970
"94","2883開發金","110/08/06","玉山-台南",63,2130,-2067
"95","2883開發金","110/08/06","摩根大通",4922,1097,3825
"96","2883開發金","110/08/06","國泰-板橋",236,1871,-1635
"97","2883開發金","110/08/06","瑞士信貸",3230,108,3122
"98","2883開發金","110/08/06","港商野村",1243,2562,-1319
"99","2883開發金","110/08/06","凱基-台北",4810,2311,2499
"100","2883開發金","110/08/06","美林",1480,2782,-1302
"101","2883開發金","110/08/06","合庫證券",3551,2064,1487
"102","2883開發金","110/08/06","群益金鼎-中山",7,1151,-1144
"103","2883開發金","110/08/06","新加坡商瑞銀",3900,2689,1211
"104","2883開發金","110/08/06","日盛-員林",17,1100,-1083
"105","2883開發金","110/08/06","玉山證券",1332,183,1149
"106","2883開發金","110/08/06","台灣摩根士丹利",509,1544,-1035
"107","2883開發金","110/08/06","國票-長城",1003,0,1003
"108","2883開發金","110/08/06","台灣企銀-民雄",0,1004,-1004
"109","2883開發金","110/08/06","康和",720,0,720
"110","2883開發金","110/08/06","港商法國興業",7,981,-974
"111","2883開發金","110/08/06","福邦證券",590,15,575
"112","2883開發金","110/08/06","新光",240,1199,-959
"113","2883開發金","110/08/06","台灣企銀-九如",492,10,482
"114","2883開發金","110/08/06","元大-新莊",58,1017,-959
"115","2883開發金","110/08/06","宏遠-民生",502,54,448
"116","2883開發金","110/08/06","富邦-彰化",5,766,-761
"117","2883開發金","110/08/06","元大證券",803,358,445
"118","2883開發金","110/08/06","中國信託",270,931,-661
"119","2883開發金","110/08/06","玉山-高雄",476,80,396
"120","2883開發金","110/08/06","永豐金-彰化",33,655,-622
"121","6205詮欣","110/08/06","臺銀-民權",20,0,20
"122","6205詮欣","110/08/06","元大-板橋",0,50,-50
"123","6205詮欣","110/08/06","合庫-三重",15,0,15
"124","6205詮欣","110/08/06","摩根大通",0,29,-29
"125","6205詮欣","110/08/06","日盛-三重",15,4,11
"126","6205詮欣","110/08/06","臺銀-新竹",0,3,-3
"127","6205詮欣","110/08/06","凱基-長庚",10,0,10
"128","6205詮欣","110/08/06","日盛-頭份",0,3,-3
"129","6205詮欣","110/08/06","臺銀-臺中",5,0,5
