"","stake","date","name","buy","sell","total"
"1","2834臺企銀","110/09/03","凱基-台北",6916,1284,5632
"2","2834臺企銀","110/09/03","新加坡商瑞銀",141,10693,-10552
"3","2834臺企銀","110/09/03","摩根大通",2831,187,2644
"4","2834臺企銀","110/09/03","新光-台中",69,1833,-1764
"5","2834臺企銀","110/09/03","花旗環球",1989,0,1989
"6","2834臺企銀","110/09/03","永豐金-彰化",0,1201,-1201
"7","2834臺企銀","110/09/03","港商法國興業",1852,0,1852
"8","2834臺企銀","110/09/03","元富-城東",0,1155,-1155
"9","2834臺企銀","110/09/03","港商野村",1704,220,1484
"10","2834臺企銀","110/09/03","台灣摩根士丹利",664,1433,-769
"11","2834臺企銀","110/09/03","日盛證券",1112,12,1100
"12","2834臺企銀","110/09/03","元大-蘆洲",92,716,-624
"13","2834臺企銀","110/09/03","美商高盛",724,77,647
"14","2834臺企銀","110/09/03","臺銀-臺南",11,630,-619
"15","2834臺企銀","110/09/03","元大-竹南",611,12,599
"16","2834臺企銀","110/09/03","華南永昌-麻豆",26,497,-471
"17","2834臺企銀","110/09/03","中國信託-文心",529,2,527
"18","2834臺企銀","110/09/03","統一-板橋",150,600,-450
"19","2834臺企銀","110/09/03","新光",758,240,518
"20","2834臺企銀","110/09/03","凱基-高美館",3,342,-339
"21","2834臺企銀","110/09/03","瑞士信貸",4566,4083,483
"22","2834臺企銀","110/09/03","日盛-新莊",0,306,-306
"23","2834臺企銀","110/09/03","元大-大里",564,106,458
"24","2834臺企銀","110/09/03","元富-松德",7,303,-296
"25","2834臺企銀","110/09/03","元富-虎尾",420,1,419
"26","2834臺企銀","110/09/03","第一金-忠孝",2,284,-282
"27","2834臺企銀","110/09/03","華南永昌-嘉義",402,0,402
"28","2834臺企銀","110/09/03","永豐金-中和",0,282,-282
"29","2834臺企銀","110/09/03","永豐金-埔里",406,21,385
"30","2834臺企銀","110/09/03","臺銀-民權",43,292,-249
"31","5511德昌","110/09/03","永豐金-內湖",35,0,35
"32","5511德昌","110/09/03","寶盛",0,30,-30
"33","5511德昌","110/09/03","華南永昌-忠孝",25,0,25
"34","5511德昌","110/09/03","第一金-台中",0,15,-15
"35","5511德昌","110/09/03","統一-士林",24,0,24
"36","5511德昌","110/09/03","康和-內湖",0,10,-10
"37","5511德昌","110/09/03","永豐金-市政",7,0,7
"38","5511德昌","110/09/03","玉山-台南",0,5,-5
"39","5511德昌","110/09/03","凱基-台北",5,0,5
"40","5511德昌","110/09/03","致和-崇德",0,5,-5
"41","5511德昌","110/09/03","兆豐-南京",3,0,3
"42","5511德昌","110/09/03","大昌",0,4,-4
"43","5511德昌","110/09/03","摩根大通",1,0,1
"44","5511德昌","110/09/03","凱基-復興",0,3,-3
"45","5511德昌","110/09/03","元大-清水",1,0,1
"46","5511德昌","110/09/03","永豐金-台南",0,3,-3
"47","5511德昌","110/09/03","元富-城中",0,0,0
"48","5511德昌","110/09/03","群益金鼎-海山",0,2,-2
"49","5511德昌","110/09/03","元富-中原",0,0,0
"50","5511德昌","110/09/03","富邦-建國",0,2,-2
"51","5511德昌","110/09/03","大昌-新竹",0,0,0
"52","5511德昌","110/09/03","元大-新盛",0,2,-2
"53","5511德昌","110/09/03","國票-南崁",0,0,0
"54","5511德昌","110/09/03","元大-新莊",0,2,-2
"55","5511德昌","110/09/03","台新-屏東",0,0,0
