"","stake","date","name","buy","sell","total"
"1","2363矽統","110/07/12","凱基-幸福",4046,31,4015
"2","2363矽統","110/07/12","台新證券",478,2105,-1627
"3","2363矽統","110/07/12","統一",3504,120,3384
"4","2363矽統","110/07/12","第一金-忠孝",4,1068,-1064
"5","2363矽統","110/07/12","摩根大通",3006,2149,857
"6","2363矽統","110/07/12","台新-台中",381,1003,-622
"7","2363矽統","110/07/12","永豐金證券",1428,610,818
"8","2363矽統","110/07/12","新光",1295,1822,-527
"9","2363矽統","110/07/12","兆豐-復興",1936,1233,703
"10","2363矽統","110/07/12","大昌-樹林",54,537,-483
"11","2363矽統","110/07/12","台灣摩根士丹利",701,0,701
"12","2363矽統","110/07/12","華南永昌-台中",90,549,-459
"13","2363矽統","110/07/12","永豐金-南投",803,145,658
"14","2363矽統","110/07/12","玉山-高雄",167,612,-445
"15","2363矽統","110/07/12","統一-仁愛",1214,586,628
"16","2363矽統","110/07/12","元富-同大",201,540,-339
"17","2363矽統","110/07/12","統一-土城",688,75,613
"18","2363矽統","110/07/12","華南永昌-東勢",31,367,-336
"19","2363矽統","110/07/12","統一-城中",711,131,580
"20","2363矽統","110/07/12","土銀-花蓮",9,333,-324
"21","2363矽統","110/07/12","統一-敦南",632,54,578
"22","2363矽統","110/07/12","凱基-豐中",120,434,-314
"23","2363矽統","110/07/12","新加坡商瑞銀",1232,731,501
"24","2363矽統","110/07/12","永豐金-竹科",54,323,-269
"25","2363矽統","110/07/12","元富",2640,2142,498
"26","2363矽統","110/07/12","元大-斗六",53,300,-247
"27","2363矽統","110/07/12","凱基-永和",460,31,429
"28","2363矽統","110/07/12","華南永昌-朴子",47,278,-231
"29","2363矽統","110/07/12","第一金",380,22,358
"30","2363矽統","110/07/12","永豐金-彰化",22,228,-206
"31","8112至上","110/07/12","摩根大通",1167,290,877
"32","8112至上","110/07/12","群益金鼎-新莊",1,156,-155
"33","8112至上","110/07/12","凱基-台北",983,546,437
"34","8112至上","110/07/12","國票-中港",0,131,-131
"35","8112至上","110/07/12","新加坡商瑞銀",429,12,417
"36","8112至上","110/07/12","元大證券",10,136,-126
"37","8112至上","110/07/12","元大-屏南",360,2,358
"38","8112至上","110/07/12","元大-中壢",11,135,-124
"39","8112至上","110/07/12","美林",323,15,308
"40","8112至上","110/07/12","合庫-基隆",0,122,-122
"41","8112至上","110/07/12","台灣摩根士丹利",299,0,299
"42","8112至上","110/07/12","群益金鼎-高盛",4,103,-99
"43","8112至上","110/07/12","港商野村",267,28,239
"44","8112至上","110/07/12","新光",110,202,-92
"45","8112至上","110/07/12","大慶",165,3,162
"46","8112至上","110/07/12","元大-府城",2,94,-92
"47","8112至上","110/07/12","永豐金-台南",170,29,141
"48","8112至上","110/07/12","富邦-板橋",5,92,-87
"49","8112至上","110/07/12","華南永昌-長虹",128,2,126
"50","8112至上","110/07/12","元大-土城",8,89,-81
"51","8112至上","110/07/12","富邦-仁愛",157,51,106
"52","8112至上","110/07/12","日盛-頭份",40,117,-77
"53","8112至上","110/07/12","瑞士信貸",104,0,104
